,x,y,z
0,0.0,0,0
1,0.9268000000000001,0,0
2,0.2542400000000029,0,0
3,1.1869599999999991,0,0
4,0.5101599999999991,0,0
5,-0.15552000000000277,0,0
6,0.7676800000000057,0,0
7,0.09783999999999793,0,0
8,-0.5611200000000025,0,0
9,0.3527199999999979,0,0
10,-0.31040000000000134,0,0
11,0.6092000000000013,0,0
12,1.5500799999999941,0,0
13,0.867360000000005,0,0
14,1.814239999999998,0,0
15,1.127200000000002,0,0
16,0.4513600000000011,0,0
17,-0.21335999999999444,0,0
18,-0.8671199999999999,0,0
19,0.03960000000000008,0,0
20,0.9672799999999953,0,0
21,0.2941600000000051,0,0
22,1.2277600000000035,0,0
23,2.1829599999999942,0,0
24,3.1603199999999987,0,0
25,4.160320000000006,0,0
26,3.4346400000000017,0,0
27,2.720960000000005,0,0
28,2.0189599999999928,0,0
29,2.9925599999999974,0,0
30,2.2860800000000054,0,0
31,3.2658400000000043,0,0
32,2.554879999999997,0,0
33,3.5408800000000014,0,0
34,4.549680000000002,0,0
35,3.817680000000003,0,0
36,4.832880000000003,0,0
37,5.871679999999998,0,0
38,5.117919999999998,0,0
39,6.16328,0,0
40,7.2328800000000015,0,0
41,8.327200000000005,0,0
42,7.533120000000004,0,0
43,6.752079999999992,0,0
44,5.983840000000001,0,0
45,7.049279999999996,0,0
46,6.276159999999997,0,0
47,5.51576,0,0
48,4.767840000000007,0,0
49,5.805040000000005,0,0
50,5.052399999999999,0,0
51,6.096240000000002,0,0
52,5.338799999999999,0,0
53,6.389279999999999,0,0
54,7.464079999999996,0,0
55,8.563839999999999,0,0
56,9.689040000000006,0,0
57,10.840319999999998,0,0
58,12.018240000000006,0,0
59,13.223520000000008,0,0
60,14.45664,0,0
61,15.718400000000003,0,0
62,14.802880000000002,0,0
63,16.07264,0,0
64,17.371759999999995,0,0
65,16.42904,0,0
66,15.501840000000001,0,0
67,16.78776,0,0
68,18.103520000000003,0,0
69,17.1488,0,0
70,18.472879999999996,0,0
71,19.82768,0,0
72,21.213839999999998,0,0
73,22.63216,0,0
74,24.083280000000002,0,0
75,23.030320000000003,0,0
76,24.490719999999996,0,0
77,25.984880000000004,0,0
78,24.90064000000001,0,0
79,26.404399999999995,0,0
80,27.94296,0,0
81,26.826480000000004,0,0
82,28.37487999999999,0,0
83,27.251360000000005,0,0
84,26.146240000000006,0,0
85,27.678799999999995,0,0
86,26.566720000000004,0,0
87,28.109039999999993,0,0
88,29.687119999999993,0,0
89,31.30176,0,0
90,32.95376,0,0
91,31.755040000000008,0,0
92,30.575919999999996,0,0
93,29.416240000000002,0,0
94,31.024560000000008,0,0
95,29.857519999999994,0,0
96,31.476079999999996,0,0
97,30.301600000000008,0,0
98,31.930480000000003,0,0
99,33.59703999999999,0,0
100,35.30224,0,0
101,37.04696,0,0
102,38.83216,0,0
103,37.5368,0,0
104,39.33328,0,0
105,38.82863999999999,0,0
106,39.83760000000001,0,0
107,38.31264,0,0
108,36.419920000000005,0,0
109,34.48344,0,0
110,32.50207999999999,0,0
111,33.939840000000004,0,0
112,35.35392,0,0
113,36.744879999999995,0,0
114,34.815839999999994,0,0
115,32.84215999999999,0,0
116,30.822720000000004,0,0
117,32.288079999999994,0,0
118,30.255840000000006,0,0
119,31.730559999999997,0,0
120,33.18096,0,0
121,34.60759999999999,0,0
122,32.62904,0,0
123,30.60472,0,0
124,32.073679999999996,0,0
125,30.0364,0,0
126,31.514719999999997,0,0
127,32.96871999999999,0,0
128,34.398799999999994,0,0
129,32.415440000000004,0,0
130,30.386160000000004,0,0
131,31.858639999999994,0,0
132,33.30704,0,0
133,34.73152,0,0
134,32.75592,0,0
135,30.734480000000005,0,0
136,28.666240000000002,0,0
137,26.550079999999994,0,0
138,28.085679999999996,0,0
139,25.956000000000003,0,0
140,27.501360000000005,0,0
141,29.021280000000004,0,0
142,30.51624000000001,0,0
143,31.986639999999994,0,0
144,33.43288,0,0
145,31.427120000000002,0,0
146,32.88256,0,0
147,34.314080000000004,0,0
148,35.722080000000005,0,0
149,33.76935999999999,0,0
150,31.77144,0,0
151,29.727199999999996,0,0
152,31.21056,0,0
153,32.669520000000006,0,0
154,30.646159999999995,0,0
155,28.57584,0,0
156,26.4576,0,0
157,27.994640000000004,0,0
158,25.86296,0,0
159,23.68184,0,0
160,25.264480000000006,0,0
161,23.069519999999997,0,0
162,20.823679999999996,0,0
163,22.453360000000004,0,0
164,24.056240000000003,0,0
165,21.833280000000002,0,0
166,19.558799999999998,0,0
167,21.209199999999996,0,0
168,22.83256,0,0
169,20.581199999999995,0,0
170,18.277679999999997,0,0
171,15.920880000000004,0,0
172,13.509360000000001,0,0
173,11.041999999999994,0,0
174,12.8324,0,0
175,14.593360000000004,0,0
176,12.151120000000006,0,0
177,13.923360000000002,0,0
178,15.666399999999996,0,0
179,13.24904,0,0
180,10.775599999999997,0,0
181,8.244959999999999,0,0
182,10.08128,0,0
183,7.534479999999995,0,0
184,9.382559999999998,0,0
185,6.819600000000001,0,0
186,4.197199999999995,0,0
187,6.100079999999998,0,0
188,7.971679999999999,0,0
189,5.376079999999995,0,0
190,2.720240000000004,0,0
191,4.647360000000006,0,0
192,6.542880000000004,0,0
193,8.407200000000003,0,0
194,5.821600000000004,0,0
195,3.176160000000003,0,0
196,0.46935999999999467,0,0
197,-2.3000800000000012,0,0
198,-0.2904800000000023,0,0
199,1.686160000000001,0,0
200,3.6302400000000006,0,0
201,0.9339999999999975,0,0
202,2.8904800000000037,0,0
203,4.814800000000005,0,0
204,6.707520000000002,0,0
205,8.569199999999995,0,0
206,10.40016,0,0
207,7.860799999999998,0,0
208,5.262560000000001,0,0
209,2.6041600000000003,0,0
210,4.533199999999994,0,0
211,6.43056,0,0
212,3.799199999999999,0,0
213,1.1068799999999968,0,0
214,3.0604799999999983,0,0
215,4.982079999999996,0,0
216,2.3171200000000027,0,0
217,-0.40952000000000055,0,0
218,1.569040000000001,0,0
219,3.515039999999999,0,0
220,0.8161600000000035,0,0
221,2.774560000000001,0,0
222,4.700800000000001,0,0
223,6.5954400000000035,0,0
224,8.458880000000008,0,0
225,5.8744800000000055,0,0
226,3.230240000000002,0,0
227,5.149039999999999,0,0
228,7.036239999999992,0,0
229,4.418879999999994,0,0
230,6.318159999999999,0,0
231,3.6841599999999985,0,0
232,5.595439999999996,0,0
233,2.9448000000000008,0,0
234,4.86824,0,0
235,2.20064,0,0
236,4.136319999999998,0,0
237,6.04016,0,0
238,7.912800000000004,0,0
239,9.754560000000005,0,0
240,11.56608,0,0
241,13.347920000000002,0,0
242,15.1004,0,0
243,16.824079999999995,0,0
244,18.519439999999996,0,0
245,16.168240000000004,0,0
246,13.762480000000004,0,0
247,15.508160000000004,0,0
248,17.2252,0,0
249,14.843919999999997,0,0
250,12.407519999999998,0,0
251,14.175440000000002,0,0
252,11.72352,0,0
253,13.502720000000004,0,0
254,15.25264,0,0
255,16.973839999999996,0,0
256,14.586800000000004,0,0
257,16.318960000000004,0,0
258,13.916719999999998,0,0
259,15.659840000000003,0,0
260,17.374319999999997,0,0
261,19.060720000000003,0,0
262,20.71936,0,0
263,18.419040000000003,0,0
264,20.08824,0,0
265,21.72992,0,0
266,19.45304,0,0
267,17.123440000000002,0,0
268,14.739840000000001,0,0
269,16.469440000000006,0,0
270,18.170640000000006,0,0
271,19.843919999999997,0,0
272,17.523359999999997,0,0
273,15.148960000000002,0,0
274,16.871919999999996,0,0
275,18.56648,0,0
276,20.23328,0,0
277,21.872639999999997,0,0
278,23.485039999999998,0,0
279,21.248800000000003,0,0
280,22.871519999999997,0,0
281,20.621039999999994,0,0
282,22.254080000000002,0,0
283,19.98928,0,0
284,17.67208,0,0
285,15.301200000000001,0,0
286,12.87536,0,0
287,10.393359999999994,0,0
288,7.853839999999998,0,0
289,9.696559999999998,0,0
290,7.140880000000003,0,0
291,4.526000000000003,0,0
292,6.423439999999999,0,0
293,3.7919199999999975,0,0
294,1.0994399999999942,0,0
295,3.053200000000004,0,0
296,0.3436000000000021,0,0
297,-2.4288000000000025,0,0
298,-5.265439999999998,0,0
299,-3.2070399999999992,0,0
300,-1.1825600000000023,0,0
301,-3.990319999999997,0,0
302,-1.9528800000000004,0,0
303,-4.778480000000002,0,0
304,-2.7281600000000026,0,0
305,-0.7114399999999961,0,0
306,1.2720800000000025,0,0
307,-1.4787999999999997,0,0
308,-4.293439999999997,0,0
309,-2.2510400000000033,0,0
310,-5.083600000000004,0,0
311,-7.981679999999997,0,0
312,-10.946959999999997,0,0
313,-8.795280000000002,0,0
314,-6.6789599999999965,0,0
315,-4.597360000000002,0,0
316,-2.549999999999997,0,0
317,-5.3894400000000005,0,0
318,-3.329039999999999,0,0
319,-1.3024800000000027,0,0
320,0.6907199999999989,0,0
321,-2.073599999999999,0,0
322,-4.902000000000001,0,0
323,-7.795920000000002,0,0
324,-5.695999999999998,0,0
325,-3.6305599999999956,0,0
326,-1.5990400000000022,0,0
327,-4.41648,0,0
328,-7.299120000000002,0,0
329,-10.248640000000002,0,0
330,-8.108399999999996,0,0
331,-11.076640000000001,0,0
332,-14.113600000000002,0,0
333,-17.22096,0,0
334,-20.40032,0,0
335,-23.65336,0,0
336,-26.98176,0,0
337,-30.3872,0,0
338,-27.91608,0,0
339,-31.3432,0,0
340,-34.84976,0,0
