,x,y,z
0,-40.0,0,0
1,-36.0,0,0
2,-32.0,0,0
3,-28.0,0,0
4,-24.0,0,0
5,-20.0,0,0
6,-16.0,0,0
7,-12.0,0,0
8,-8.0,0,0
9,-4.0,0,0
10,0.0,0,0
11,4.0,0,0
12,8.0,0,0
13,12.0,0,0
14,16.0,0,0
15,20.0,0,0
16,24.0,0,0
17,28.0,0,0
18,32.0,0,0
19,36.0,0,0
20,40.0,0,0
21,36.0,0,0
22,32.0,0,0
23,28.0,0,0
24,24.0,0,0
25,20.0,0,0
26,16.0,0,0
27,12.0,0,0
28,8.0,0,0
29,4.0,0,0
30,0.0,0,0
31,-4.0,0,0
32,-8.0,0,0
33,-12.0,0,0
34,-16.0,0,0
35,-20.0,0,0
36,-24.0,0,0
37,-28.0,0,0
38,-32.0,0,0
39,-36.0,0,0
40,-40.0,0,0
41,-36.0,0,0
42,-32.0,0,0
43,-28.0,0,0
44,-24.0,0,0
45,-20.0,0,0
46,-16.0,0,0
47,-12.0,0,0
48,-8.0,0,0
49,-4.0,0,0
50,0.0,0,0
51,4.0,0,0
52,8.0,0,0
53,12.0,0,0
54,16.0,0,0
55,20.0,0,0
56,24.0,0,0
57,28.0,0,0
58,32.0,0,0
59,36.0,0,0
60,40.0,0,0
61,36.0,0,0
62,32.0,0,0
63,28.0,0,0
64,24.0,0,0
65,20.0,0,0
66,16.0,0,0
67,12.0,0,0
68,8.0,0,0
69,4.0,0,0
70,0.0,0,0
71,-4.0,0,0
72,-8.0,0,0
73,-12.0,0,0
74,-16.0,0,0
75,-20.0,0,0
76,-24.0,0,0
77,-28.0,0,0
78,-32.0,0,0
79,-36.0,0,0
80,-40.0,0,0
81,-36.0,0,0
82,-32.0,0,0
83,-28.0,0,0
84,-24.0,0,0
85,-20.0,0,0
86,-16.0,0,0
87,-12.0,0,0
88,-8.0,0,0
89,-4.0,0,0
90,0.0,0,0
91,4.0,0,0
92,8.0,0,0
93,12.0,0,0
94,16.0,0,0
95,20.0,0,0
96,24.0,0,0
97,28.0,0,0
98,32.0,0,0
99,36.0,0,0
100,40.0,0,0
101,36.0,0,0
102,32.0,0,0
103,28.0,0,0
104,24.0,0,0
105,20.0,0,0
106,16.0,0,0
107,12.0,0,0
108,8.0,0,0
109,4.0,0,0
110,0.0,0,0
111,-4.0,0,0
112,-8.0,0,0
113,-12.0,0,0
114,-16.0,0,0
115,-20.0,0,0
116,-24.0,0,0
117,-28.0,0,0
118,-32.0,0,0
119,-36.0,0,0
120,-40.0,0,0
121,-36.0,0,0
122,-32.0,0,0
123,-28.0,0,0
124,-24.0,0,0
125,-20.0,0,0
126,-16.0,0,0
127,-12.0,0,0
128,-8.0,0,0
129,-4.0,0,0
130,0.0,0,0
131,4.0,0,0
132,8.0,0,0
133,12.0,0,0
134,16.0,0,0
135,20.0,0,0
136,24.0,0,0
137,28.0,0,0
138,32.0,0,0
139,36.0,0,0
140,40.0,0,0
141,36.0,0,0
142,32.0,0,0
143,28.0,0,0
144,24.0,0,0
145,20.0,0,0
146,16.0,0,0
147,12.0,0,0
148,8.0,0,0
149,4.0,0,0
150,0.0,0,0
151,-4.0,0,0
152,-8.0,0,0
153,-12.0,0,0
154,-16.0,0,0
155,-20.0,0,0
156,-24.0,0,0
157,-28.0,0,0
158,-32.0,0,0
159,-36.0,0,0
160,-40.0,0,0
161,-36.0,0,0
162,-32.0,0,0
163,-28.0,0,0
164,-24.0,0,0
165,-20.0,0,0
166,-16.0,0,0
167,-12.0,0,0
168,-8.0,0,0
169,-4.0,0,0
170,0.0,0,0
171,4.0,0,0
172,8.0,0,0
173,12.0,0,0
174,16.0,0,0
175,20.0,0,0
176,24.0,0,0
177,28.0,0,0
178,32.0,0,0
179,36.0,0,0
180,40.0,0,0
181,36.0,0,0
182,32.0,0,0
183,28.0,0,0
184,24.0,0,0
185,20.0,0,0
186,16.0,0,0
187,12.0,0,0
188,8.0,0,0
189,4.0,0,0
190,0.0,0,0
191,-4.0,0,0
192,-8.0,0,0
193,-12.0,0,0
194,-16.0,0,0
195,-20.0,0,0
196,-24.0,0,0
197,-28.0,0,0
198,-32.0,0,0
199,-36.0,0,0
200,-40.0,0,0
201,-36.0,0,0
202,-32.0,0,0
203,-28.0,0,0
204,-24.0,0,0
205,-20.0,0,0
206,-16.0,0,0
207,-12.0,0,0
208,-8.0,0,0
209,-4.0,0,0
210,0.0,0,0
211,4.0,0,0
212,8.0,0,0
213,12.0,0,0
214,16.0,0,0
215,20.0,0,0
216,24.0,0,0
217,28.0,0,0
218,32.0,0,0
219,36.0,0,0
220,40.0,0,0
221,36.0,0,0
222,32.0,0,0
223,28.0,0,0
224,24.0,0,0
225,20.0,0,0
226,16.0,0,0
227,12.0,0,0
228,8.0,0,0
229,4.0,0,0
230,0.0,0,0
231,-4.0,0,0
232,-8.0,0,0
233,-12.0,0,0
234,-16.0,0,0
235,-20.0,0,0
236,-24.0,0,0
237,-28.0,0,0
238,-32.0,0,0
239,-36.0,0,0
240,-40.0,0,0
241,-36.0,0,0
242,-32.0,0,0
243,-28.0,0,0
244,-24.0,0,0
245,-20.0,0,0
246,-16.0,0,0
247,-12.0,0,0
248,-8.0,0,0
249,-4.0,0,0
250,0.0,0,0
251,4.0,0,0
252,8.0,0,0
253,12.0,0,0
254,16.0,0,0
255,20.0,0,0
256,24.0,0,0
257,28.0,0,0
258,32.0,0,0
259,36.0,0,0
260,40.0,0,0
261,36.0,0,0
262,32.0,0,0
263,28.0,0,0
264,24.0,0,0
265,20.0,0,0
266,16.0,0,0
267,12.0,0,0
268,8.0,0,0
269,4.0,0,0
270,0.0,0,0
271,-4.0,0,0
272,-8.0,0,0
273,-12.0,0,0
274,-16.0,0,0
275,-20.0,0,0
276,-24.0,0,0
277,-28.0,0,0
278,-32.0,0,0
279,-36.0,0,0
280,-40.0,0,0
281,-36.0,0,0
282,-32.0,0,0
283,-28.0,0,0
284,-24.0,0,0
285,-20.0,0,0
286,-16.0,0,0
287,-12.0,0,0
288,-8.0,0,0
289,-4.0,0,0
290,0.0,0,0
291,4.0,0,0
292,8.0,0,0
293,12.0,0,0
294,16.0,0,0
295,20.0,0,0
296,24.0,0,0
297,28.0,0,0
298,32.0,0,0
299,36.0,0,0
300,40.0,0,0
301,36.0,0,0
302,32.0,0,0
303,28.0,0,0
304,24.0,0,0
305,20.0,0,0
306,16.0,0,0
307,12.0,0,0
308,8.0,0,0
309,4.0,0,0
310,0.0,0,0
311,-4.0,0,0
312,-8.0,0,0
313,-12.0,0,0
314,-16.0,0,0
315,-20.0,0,0
316,-24.0,0,0
317,-28.0,0,0
318,-32.0,0,0
319,-36.0,0,0
320,-40.0,0,0
321,-36.0,0,0
322,-32.0,0,0
323,-28.0,0,0
324,-24.0,0,0
325,-20.0,0,0
326,-16.0,0,0
327,-12.0,0,0
328,-8.0,0,0
329,-4.0,0,0
330,0.0,0,0
331,4.0,0,0
332,8.0,0,0
333,12.0,0,0
334,16.0,0,0
335,20.0,0,0
336,24.0,0,0
337,28.0,0,0
338,32.0,0,0
339,36.0,0,0
340,40.0,0,0
341,36.0,0,0
342,32.0,0,0
343,28.0,0,0
344,24.0,0,0
345,20.0,0,0
346,16.0,0,0
347,12.0,0,0
348,8.0,0,0
349,4.0,0,0
350,0.0,0,0
351,-4.0,0,0
352,-8.0,0,0
353,-12.0,0,0
354,-16.0,0,0
355,-20.0,0,0
356,-24.0,0,0
357,-28.0,0,0
358,-32.0,0,0
359,-36.0,0,0
360,-40.0,0,0
361,-36.0,0,0
362,-32.0,0,0
363,-28.0,0,0
364,-24.0,0,0
365,-20.0,0,0
366,-16.0,0,0
367,-12.0,0,0
368,-8.0,0,0
369,-4.0,0,0
370,0.0,0,0
371,4.0,0,0
372,8.0,0,0
373,12.0,0,0
374,16.0,0,0
375,20.0,0,0
376,24.0,0,0
377,28.0,0,0
378,32.0,0,0
379,36.0,0,0
380,40.0,0,0
381,36.0,0,0
382,32.0,0,0
383,28.0,0,0
384,24.0,0,0
385,20.0,0,0
386,16.0,0,0
387,12.0,0,0
388,8.0,0,0
389,4.0,0,0
390,0.0,0,0
391,-4.0,0,0
392,-8.0,0,0
393,-12.0,0,0
394,-16.0,0,0
395,-20.0,0,0
396,-24.0,0,0
397,-28.0,0,0
398,-32.0,0,0
399,-36.0,0,0
